,X,Y
4975,quadrex corp lt quad th qtr jan loss shr loss eight ct vs loss ct net loss vs lo rev mln vs mln year shr loss ct vs loss ct net loss vs loss rev mln vs mln,['earn']
4976,philip crosbi associ lt pca earn delay philip crosbi associ inc said fourth quarter annual earn report delay two week compani cite recent hous embezzl subsequ review auditor intern situat reason delay philip crosbi howev said believ decemb estim call earn per share ct ct revenu mln dlr still valid,['earn']
4977,unit tote inc lt tote st qtr jan net shr nil vs loss ct net profit vs loss rev vs,['earn']
4978,pacif resourc lt pri instal oil moor pacif resourc inc said instal calm catenari anchor leg moor singl point moor termin southwest coast oahu hawaiian independ refineri cost mln dlr system transfer crude fuel oil tanker refineri tank farm carri refin product ship export pri said compani chairman robert g reed said new moor system permit hour servic kind weather reduc ship turnaround time said moor first kind u new system accomod vessel deadweight ton one mln barrel cargo pri said,"['crude', 'fuel', 'ship']"
4979,new plan realti trust lt npr nd qtr net qtr end jan shr ct vs ct net vs rev vs avg shr mln vs mln six mth shr ct vs ct net vs rev mln vs mln avg shr mln vs mln note earn restat reflect three two stock split april one,['earn']
4980,schlumberg say termin pact sell fairchild semiconductor busi fujitsu schlumberg say termin pact sell fairchild semiconductor busi fujitsu,['acq']
4981,ccc credit guarante algeria usda commod credit corpor ccc approv addit mln dlr credit guarante sale u agricultur product algeria fiscal year export credit guarante program gsm u agricultur depart said depart said addit guarante provid mln dlr coverag sale protein meal mln dlr tallow mln dlr veget oil latest guarante increas cumul fiscal program sale u agricultur product algeria mln dlr said elig credit guarante sale must regist ccc septemb shipment complet decemb said,"['meal-feed', 'veg-oil']"
4982,pl commod hondura usda unit state sign public law agreement hondura provid sale mln dlr worth u agricultur commod u agricultur depart said agreement sign march provid sale tonn wheat wheat flour worth mln dlr tonn corn sorghum worth mln dlr tonn tallow worth mln dlr depart said commod suppli current fiscal year end septemb sale privat u trader competit bid basi purchas author announc issu,"['corn', 'grain', 'sorghum', 'wheat']"
4983,u export report tonn corn sold unknown destin u export report tonn corn sold unknown destin,"['corn', 'grain']"
4984,sen danforth bond ask target measur missouri republican senat john danforth christoph bond introduc bill would allow wheat feedgrain produc along mississippi missouri river hurt flood last year collect least pct defici payment year without plant danforth aid austin schlick said bill similar provis includ hous agricultur committe pass emerg disast assist bill schedul taken hous tomorrow schlick said flood destroy number leve along two river last octob leav farmland vulner damag year,"['grain', 'wheat']"
4985,ccc accept bonu bid barley cyrpu commod credit corpor ccc accept bid export bonu cover sale tonn barley cypru u agricultur depart said barley shipment may bonu dlr per tonn made harvest state cooper depart said bonu paid form commod inventori ccc stock depart said addit tonn u barley still avail cypru export enhanc program initi announc august,"['barley', 'grain']"
4986,lynch corp lt lgl unit buy televis station lynch corp subisidiari lynch entertain corp said form gener partnership call coronet commun co acquir whbf tv station rock island ill compani said price station cb televis network affili mln dlr compani also said partner lombardo commun inc wholli own corpor phillip lombardo lynch said pursu acquisit media entertain entiti emphasi broadcast cabl televis oper,['acq']
4987,schlumberg lt slb end pact sell fairchild schlumberg ltd said termin agreement principl fujitsu ltd buy pct fairchild semiconductor oper compani said rise polit controversi u concern ventur made unlik sale fairchild stake could complet within reason time sale oppos u commerc depart u defens depart part nation secur ground compani said termin agreement open possibl includ possibl leverag buyout semiconductor maker fairchild manag interim fairchild would continu ongo busi within schlumberg oilfield servic concern said last octob schlumberg announc sale fairchild stake said would take mln dlr charg fourth quarter sale compani end record special charg billion dlr fourth quarter lead loss billion dlr year schlumberg never announc price sale industri analyst estim valu deal mln dlr propos sale antitrust review u justic depart addit commerc secretari malcolm baldridg u offici voic reserv transact sinc announc govern offici express concern sale could reduc competit u chip maker put key advanc technolog japanes hand new high technolog semiconductor use supercomput faster power exist comput schlumberg oilfield servic compani control french interest headquart new york fujitsu ltd comput telecommun compani base japan,['acq']
4988,henley group lt heng set fisher distribut henley group inc said declar special dividend distribut one fisher scientif group inc share everi henley share previous said would pay one fisher share everi outstand chang ratio reduct outstand share mln mln said distribut pct fisher common stock made april six holder record march fisher trade nasdaq symbol lt fshg,['earn']
4989,gencorp lt gy st qtr oper earn rose gencorp said first quarter earn oper rose four pct sale increas six pct mln dlr mln year earlier howev compani report net incom declin mln dlr ct share quarter end februari mln dlr ct year earlier year net includ dlr sale asset last year increas mln dlr sale gencorp said lower oper profit tire plastic industri product segment essenti offset higher wallcov result,['earn']
4990,new eep durum wheat offer algeria usda u export opportun sell addit tonn u durum wheat algeria export enhanc program eep u agricultur depart said depart said sale subsid commod commod credit corpor ccc inventori subsidi enabl u export compet commerci price algerian market algeria alreadi purchas tonn u durum wheat previou export enhanc initi announc novemb said detail latest initi includ invit offer export issu near futur depart said,"['grain', 'wheat']"
4991,mccormick co inc lt mccrk st qtr feb net shr ct vs ct net vs rev mln vs mln,['earn']
4992,twa said intend seek control usair acquir stock time twa said intend seek control usair acquir stock time,['acq']
4993,telequest inc lt telq th qtr dec loss shr loss nine ct vs profit ct net loss vs profit sale vs avg shr vs year shr profit one ct vs profit ct net profit vs profit sale mln vs mln avg shr vs,['earn']
4994,u eep veg oil propos still review u agricultur depart propos offer tonn subsid veget oil four countri still consider interag trade polici group usda offici close group said offici ask identifi dismiss report circul market today interag trade polici review group reject propos propos usda would offer veget oil export enhanc program eep four countri includ tonn turkey tonn algeria morocco tunisia industri sourc said propos still review interag work group usda offici said,['veg-oil']
4995,amcast industri corp lt acst nd qtr net qtr end march one shr profit ct vs loss ct net profit vs loss mln rev mln vs mln avg shr vs six mth shr profit ct vs loss net profit vs loss mln rev mln vs mln avg shr vs note figur qtr year prior includ pre tax restructur charg mln,['earn']
4996,chicago dock canal lt dock rd qtr net period end jan shr ct vs ct net vs nine mth shr dlr vs ct net vs note full name chicago dock canal trust nine month earn includ gain disposit real estat dlr dlr share,['earn']
4997,mcgraw hill lt mhp buy harper row lt hpr unit mcgraw hill inc said bought lt medecin et scienc international sa french healthcar publish harper row publish inc sum deal disclos said french compani publish origin titl french author well translat american british german medic book compani consolid mcgraw hill franc said,['acq']
4998,infinit graphic lt infg see higher th qtr infinit graphic inc expect earn fourth quarter end april exceed dlr seven ct share post year ago chairman clifford f stritch jr told meet financi analyst stritch also said compani annual revenu exceed mln dlr mln dlr previou fiscal year said compani market advanc comput aid engin design manufactur system plan doubl dealer come fiscal year,['earn']
4999,suburban bancorp lt subba unit win judgment suburban bancorp said cook counti circuit court rule favor one compani suburban bancorp bartlett formerli bartlett state bank claim six former director suburban bank barlett claim former director breach fiduciari duti neglig oppos suburban bancorp tender offer januari cost bartlett state bank sever hundr thousand dollar said hear determin amount damag owe bank set april,['acq']
5000,affili public inc lt afp set payout qtrli div eight ct vs eight ct prior pay june record may,['earn']
5001,franklin resourc inc lt ben qtli dividend shr six ct vs six ct prior qtr pay april record march,['earn']
5002,twa file applic seek right rais usair stake pct twa file applic seek right rais usair stake pct,['acq']
5003,coopervis pct cooper laser lt zap coopervis inc lt eye told secur exchang commiss acquir share cooper laserson inc pct total outstand common stock coopervis said bought stake mln dlr invest purpos said might buy addit cooper laserson common share said plan boost stake pct total outstand,['acq']
5004,dna medic lt dnam sign pact stock sale dna medic inc said walter g mize bought share pct dna outstand stock dlr cash agreement mize dna said also becom chairman may option expand board provid equal represent current board dna also said submit propos annual meet acquir three compani own mize lt heritag lite meat corp lt nation lean beef corp lt heritag cattl lt corp dna said total valu transact dlr dna said transact approv sharehold issu addit share common mize pct issu outstand stock dna said mize replac current chairman donald holbrook remain board compani also said continu medic develop busi long deem advantag,['acq']
5005,lt canadian roxi petroleum ltd year net shr profit five ct vs loss ct net profit vs loss rev mln vs mln,['earn']
5006,cityf lt ctyf sell consum lend offic cityf financi corp said citi feder save bank preliminari agreement sell consum lend offic lt goldom fsb undisclos term goldom largest mutual save bank u cityf said decid sell consum lend offic outsid main market area new jersey florida concentr resourc market offic sold oper name citi consum seric inc arizona colorado illinoi maryland new mexico oregon virginia,['acq']
5007,tran world airlin lt twa file usair lt u tran world airlin said told secur exchang commiss intend seek control usair group acquir stock time twa also said amend applic depart transport seek control usair amend said twa reserv right seek control usair futur intend maintain pct stake also seek flexibl acquir pct usair twa said usair stock own would vote trust vote proport vote usair sharehold twa file secur exchang commiss report hold share usair twa said stake amount pct twa also said order feder court pittsburgh temporarili bar buy addit share usair pend hear march reconsid usair applic expand temporari restrain order preliminari injunct,['acq']
5008,first bank lt fb agre sell anoth bank first bank system inc said found potenti buyer first bank luvern offic pipeston minnesota bank hold compani said hold co corpor control famili late robert short buy first bank luvern bank mln dlr asset first bank announc plan restructur bank asset offer sell bank total offic said agreement sign offic,['acq']
5009,american intern petroleum buy asset american intern petroleum corp lt aipn said agre acquir one mln dlr asset western louisiana oil ga compani american intern would identifi compani american said asset includ nine leas total acr variou work interest oil ga well properti equip machineri necessari oper pct interest nine mile ga pipelin,['acq']
5010,three depart inc lt tdd nd qtr jan shr four ct vs ct net vs rev mln vs mln six mth shr ct vs ct net vs rev mln vs mln,['earn']
5011,lt consolid pipe line co year net shr dlr vs dlr net vs rev mln vs mln,['earn']
5012,newcor inc lt new st qtr jan net shr profit four ct vs loss ct net profit vs loss sale mln vs mln,['earn']
5013,skylin corp lt sky rd qtr feb shr ct vs seven ct net vs sale mln vs mln nine mth shr ct vs ct net vs sale mln vs mln note quarter nine month earn includ gain sale idl facil dlr four ct share nine month earn includ gain sale idl facil dlr three ct share,['earn']
5014,tech data corp lt tecd th qtr end jan net shr ct vs ct net vs rev mln vs mln avg shr vs mth shr ct vs ct net vs rev mln vs mln avg shr vs,['earn']
5015,senat committe may look fuel tax propos senat budget committe sit tomorrow start draft fiscal budget budget writer expect look sever propos fuel tax tax option cut budget brief book draft session number revenu rais tax option propos includ five dlr barrel fee domest import oil fee import oil broad base tax domest energi consumpt base five pct valu propos includ variou excis tax combin import surcharg tariff includ pct import across board import surcharg would rais billion dlr next year alon later year committe howev includ revenu number propos budget actual revenu decis left hous senat tax write committe committe draft budget chairman sen lawton chile florida democrat said hope would rais least billion dlr revenu half minimum billion dlr deficit reduct mind hous budget committe also plan start draft separ budget plan later week would reconcil senat version final budget would fiscal spend revenu blueprint,"['crude', 'fuel']"
5016,brazil trade surplu rise februari trade surplu doubl februari mln dlr januari mln mln februari offici figur show director banco brasil foreign trade depart cacex roberto fendt told report upturn februari confirm rise trend export total billion dlr billion januari exclud coffe oil derivit slightli month last year coffe earn mln dlr mln februari lower price ad fendt said although februari result lower averag expect rest year govern target eight billion dlr surplu achiev would compar surplu billion dlr export year expect total billion dlr import billion ad export total billion dlr import billion fendt said rise import februari billion dlr billion februari last year line govern plan foster econom growth fendt said import run level well tradit averag brazil first two month year import exclud oil wheat total billion dlr billion period rise import demand reflect need brazilian industri equip rais product perfectli compat govern program econom growth fendt ad,['trade']
5017,armtek lt arm unit leverag buyout complet conder corp form former manag armtek corp said complet acquisit tire plant asset armtek undisclos term addit tire manufactur plant conder bought truck tire sale servic corp oper sear truck tire sale servic center licens agreement sear roebuck co lt plant suppli tire armtek armstrong tire co well sever sear center conder said expect first year revenu mln dlr,['acq']
5018,horizon bancorp lt hzb set regular payout qtrli div ct vs ct prior pay may record april,['earn']
5019,ashland oil chairman see loss oper second fiscal quarter ashland oil chairman see loss oper second fiscal quarter,['earn']
5020,henley lt heng issu subsidiari share henley group inc said plan issu pct common stock fisher scientif group inc unit henley group sharehold compani said intend issu one share fisher scientif henley share held sharehold record march distribut schedul april six compani also said said fisher share trade counter market symbol fshg,['earn']
5021,schlumberg lt slb may altern buyer schlumberg ltd like altern buyer line fairchild semiconductor unit wall street analyst said think clear cancel agreement fujitsu schlumberg signal anoth deal work said paul johnson semiconductor analyst l f rothschild unquestion buyer ad kidder peabodi analyst adam f cuhney lot compani look fairchild would will buy among compani would interest bid fairchild advanc micro devic lt amd sunnyval calif lsi logic corp lt llsi milpita calif industri analyst said top u chipmak like nation semiconductor corp lt nsm texa instrument inc lt txn motorola inc lt mot might also seek buy fairchild could possibl run antitrust problem analyst ad moreov fairchild manag thought consid propos leverag buyout cupertino calif compani analyst said brief statement announc termin agreement fujitsu schlumberg said decis open possibl includ possibl buyout fairchild manag compani said end deal fujitsu would bought pct fairchild estim mln dlr rise opposit deal reagan administr made unlik sale could complet within reason period time analyst question explan howev argu compani need govern approv complet transact schlumberg fujitsu foreign own compani schlumberg would termin deal u govern want said johnson l f rothschild spokesman schlumberg declin elabor compani news releas said compani review number possibl altern fairchild unit offici fairchild fujitsu immedi avail comment analyst note signific govern appar success prevent fujitsu take control fairchild administr offici includ commerc secretari malcolm baldrig defens secretari caspar weinberg fear sale fujitsu would lead japanes control key semiconductor technolog supercomput militari weapon system govern realli stood semiconductor industri said johnson l f rothschild think real signific consequ analyst said japanes govern might feel pressur address u complaint japanes chipmak violat semiconductor trade agreement sign last summer,['acq']
5022,brazil trade surplu doubl februari brazil trade surplu doubl februari mln dlr januari mln well mln dlr februari last year offici figur show director banco brasil foreign trade depart cacex roberto fendt told report upturn februari confirm rise trend export total billion dlr billion januari exclud coffe oil deriv slightli month last year coffe earn mln dlr mln februari lower price ad fendt said although februari result lower averag expect rest year govern target eight billion dlr surplu achiev would compar surplu billion dlr export year expect total billion dlr import billion ad export total billion dlr import billion fendt said rise import februari billion dlr billion februari last year line govern plan foster econom growth fendt said import run level well tradit averag brazil import first two month year exclud oil wheat total billion dlr billion period rise reflect industri need equip rais product perfectli compat govern program econom growth fendt ad,['trade']
5023,penn central lt pc sell u k unit saft unit cie general electricit franc said bought u k base alcad ltd penn central corp marathon manufactur co inc term deal disclos alcad one world largest produc pocket plate nickel cadmium storeag batteri use industri railroad applic start engin light sourc saft said saft said expect add job u k oper,"['acq', 'nickel', 'strategic-metal']"
5024,lt silicon valley bancshar set stock payout silicon valley bancshar said declar five pct stock dividend payabl may sharehold record april,['earn']
5025,ccc credit hondura switch white corn commod credit corpor ccc announc mln dlr credit guarante previous earmark cover sale dri edibl bean hondura switch cover sale white corn u agricultur depart said depart said action reduc coverag sale dri edibl bean dlr creat new line mln dlr sale white corn sale credit guarante line must regist ship septemb said,"['corn', 'grain']"
5026,di giorgio corp lt dig qtli dividend shr ct vs ct prior qtr pay may record april,['earn']
5027,soybean group meet lyng discuss loan high level meet last week includ secretari agricultur senior usda offici along leader major soybean lobbi group fail reach decis done soybean loan level particip meet told reuter feel lot accomplish last week delight meet secretari close door anyth member soybean deleg said issu current soybean loan fact present level dlr without gramm rudman reduct encourag foreign soybean product make soybean profit grow corn recogn soybean price high relat corn soybean group pledg support maintain current price support soybean grower leader american soybean associ nation soybean processor associ offer specif loan option usda secretari lyng last week meet particip would reveal option surpris packag one particip said bandi sever week idea offer produc soybean loan partial cash certif prevail scheme would pay loan ct worth soybean specif certif would paid back remain four dlr cash would effect lower world price maintain domest support level reduc govern soybean inventori market loan soybean discuss last week meet particip said one member soybean deleg said meet listen session usda propos studi depart usda offici howev would commit time frame particip meet look chang soybean loan announc near futur usda sensit say anyth could influenc market secretari non committ particip said,"['oilseed', 'soybean']"
5028,u heat oil futur sharpli april suppli shortag number two oil new york prompt deliveri boost april heat oil contract u energi futur trader said crude oil futur follow gasolin futur lag april heat oil end ct higher ct gallon april crude settl ct higher dlr ralli led spot month heat oil contract seem move higher tigten prompt deliveri new york harbor said jame ritterbusch vice presid pain webber inc chicago april gasolin cent higher ct gallon ritterbusch said market also found support report middl east econom survey said opec oil output mln barrel per day second week march lot interest sell market belief opec said richard redoglia broker merril lynch futur inc redoglia ritterbusch said april heat oil could continu ralli ct gallon crude futur could test dlr barrel profit take stunt move higher,['heat']
5029,transamerica incom lt tai monthli dividend shr ct vs ct prior period pay april record march note full name transamerica incom share inc,['earn']
5030,mcdermott lt mdr say stake violat law mcdermott intern inc said purchas pct block stock appar violat law panama countri incorpor compani said detail disclosur acquisit offer must made panamanian nation secur commiss target board acquir five pct stake said transfer secur violat panamanian regul invalid compani immedi avail say acquir pct block stock,['acq']
5031,icahn say target sec investig corpor raider carl icahn acknowledg one target investig secur exchang commiss possibl violat secur law icahn head control tran world airlin inc lt twa made acknowledg file twa requir make sec disclos pct stake usair group sec issu formal order launch privat investig nov icahn said sec file order empow sec investig tri find whether person includ icahn violat secur law relat rule icahn said specif probe examin acquisit subsequ sale five pct stock certain unspecifi compani said feder law requir individu group individu made sharehold agreement disclos stake compani least five pct within day icahn acknowledg subpoena connect sec probe first time disclos among investig make disclosur file sec obvious alreadi awar probe icahn also alert current potenti sharehold twa uncommon compani awar offic target govern probe acknowledg exist otherwis secret investig fulfil legal disclosur requir sharehold icahn said sec look whether other name violat secur law acquir sell five pct compani stock sec investig kind possibl secur law violat spawn agenc widen probe wall street insid trade scandal accord publish report make late file form disclos amount stock five pct investor compani make file could indic scheme warehous share stock wareh scheme group investor act concert would amass stock compani without disclos agreement among fail disclos act togeth market unwar amount stock compani control group act concert last year sec charg member wealthi belzberg famili canada take part wareh scheme accumul stock ashland oil inc,['acq']
5032,smithklin lt skb aim pct earn rais smithklin beckman corp said pursu three point stragey achiev pct annual increas oper earn throughout remaind decad smithklin earn mln dlr dlr per share revenu billion dlr compani said annual report nonpharmaceut busi play major role meet earn growth target fact grow faster pharmaceut busi smithklin whose major product antiulc medic tagamet said report intend improv earn exist product expand product portfolio optim financi resourc bolster posit antiulc market tagamet met stiff competit smithklin said strategi develop counter version tagamet bolster two joint ventur one lt wellcom plc one pend ventur japan smithklin also said allergan inc eye skin care product divis one billion dlr organ next five year grow seven pct annual nondilut acquisit real possibl gavin herbert presid eye skin care product group said report allergan worldwid sale mln dlr said smith kline french laboratori pharmaceut unit sale billion dlr file food drug administr market approv number cardiovascular agent includ tissu plasminogen activ next two year also said sk f u sale forc pct larger sale personnel smith kline also said small clinic laboratori test unit sale mln dlr perform mln test year see increas employe drug test well test aid antibodi smith kline said depend share price cost money may buy back share last three year bought back pct share smithklin begin year new manag team includ new chief oper offic georg ebright,['earn']
5033,ashland oil lt ash see nd qtr oper loss ashland oil inc said expect report loss oper second quarter compani also said expect report mln dlr net gain quarter excess pension fund use pay debt howev difficult determin whether gain suffici offset expect oper loss compani said statement compani spokesman would elabor compani ashland petroleum co unit oper loss januari februari sinc unabl rais product price enough recov higher crude oil cost ashland said although ashland petroleum superamerica retail market oper difficult quarter compani valvolin ashland chemic coal busi expect report good result quarter end march year ago quarter ashland incom oper mln dlr corpor interest expens tax equiti incom item net incom quarter mln dlr dlr share sale billion dlr,['earn']
5034,ameritrust lt amtr sell two mln share ameritrust corp said sold two mln share common stock invest group name clevebaco ltd partnership partnership control alfr lerner subsidiari progress corp lt prog limit partner accord compani ameritrust said advis clevebaco group file applic bank regulatori author seek permiss acquir addit three mln share ameritrust common stock compani said group indic hostil takeov intent toward ameritrust purchas invest purpos,['acq']
5035,bankamerica chairman say bank turn around head profit bankamerica chairman say bank turn around head profit,['earn']
5036,lt gener leasehold ltd year net shr ct vs ct net vs rev vs avg shr vs,['earn']
5037,british farm minist attack subsidi farm subsidi protectionist move threaten healthi trade side atlant michael jopl british minist agricultur fisheri food warn would sensibl provok anoth disput europ unit state jopl said remark prepar even speech thing clear appli side atlant cannot continu pile stock world demand shrink said govern must oper farm polici pure domest affair impact other also recogn cannot long run develop healthi stabl farm sector basi protection excess subisdi europ unit state mani common interest make worthwhil engag trade war competit export subsidi end benefit one ad crucial unit state european commun remain friend jopl member ec agricultur committe indiana visit sever farm prior talk u offici washington later week jopl also critic recent propos still consider ec tax veget fish oil said govern would oppos move think correct shortag fund support ec farmer allevi rais money consum expens,['trade']
5038,bankamerica lt bac chair say bank turn around bankamerica corp chairman w clausen said bank hold compani turn around back road profit speech san francisco chamber commerc clausen said absolut convinc bankamerica would return posit preemin fundament achiev goal continu reduc cost dramat get arm around loan loss problem begin reduc charg off enhanc revenu gener clausen said clausen said doubt bankamerica would posit year make acquisit experi growth said bankamerica continu reduc staff oper note expens growth increas one pct expens clausen also said continu phase oversea retail bank concentr wholesal bank emphasi premium list multin corpor,['earn']
5039,rochest telephon corp lt rtc set dividend qtli div ct vs ct pay may one record april,['earn']
5040,augat inc lt aug set quarterli dividend qtli div ct vs ct pay april record april,['earn']
5041,phh group lt phh regular qtli dividend qtli div ct vs ct prior pay april record april,['earn']
5042,telco system inc lt telc nd qtr march one loss shr loss nine ct vs profit ct net loss vs profit rev mln vs mln six mth shr loss ct vs profit ct net loss vs profit rev mln vs mln,['earn']
5043,u declin comment schlumberg lt slb move u commerc depart spokesman said agenc would comment schlumberg ltd announc termin agreement principl sell fairchild semiconductor corp unit fujitsu ltd sclumberg said controversi surround ventur made unlik sale could complet time soon sale oppos commerc u defens depart part nation secur ground commerc chief spokesman b j cooper said depart contact schlumberg deal defens depart spokesman said agenc unawar schlumberg announc would immedi reaction offici last week told reuter commerc secretari malcolm baldrig defens secretari caspar weinberg join forc fight plan sale could left u militari overli depend foreign sourc vital equip use high technolog weapon administr opposit deal also stem ongo trade tension unit state japan offici said,['acq']
5044,precis target market inc lt ptmi rd qtr shr profit one ct vs loss two ct net vs loss rev mln dlr vs mln nine month shr profit five ct vs loss ct net profit vs loss rev mln vs mln note rd qtr end januari rd qtr nine month includ dlr dlr gain respect tax loss carryforward,['earn']
5045,royal bank canada brazil unit see growth royal bank canada lt ry small brazilian commerci bank subsidiari banco royal canada brasil see opportun growth expect substanti increas brazilian export canada banco royal presid michael brennan said brazilian export interest canadian market untap market brennan told report speech brazil canada chamber commerc brennan said brazil current export product like paper machineri ship canada said hope see medium term financ facil brazilian compani reinstat shortli follow agreement reach januari intern financi author brennan estim brazilian export canada total roughli mln canadian dlr import canada reach mln dlr brennan said expect banco royal profit increas year three mln u dlr report fiscal end septemb said could predict much countri uncertain financi climat brennan said expect bank growth come increas export canada banco royal canadian own commerci bank brazil although lt bank montreal brazilian invest bank subsidiari said brennan said expect brazil abl reach equit agreement foreign bank restructur billion u dlr foreign debt brazilian economi essenti healthi said believ brazil might posit resum debt repay within year brennan said could comment impact brazil interest payment moratorium royal bank canada,['earn']
5046,affili public inc lt afp set dividend qtli div eight ct vs eight ct pay june one record may,['earn']
5047,astro med inc lt alot th qtr net shr ct vs nine ct net vs rev vs year shr ct vs ct net vs rev mln vs mln,['earn']
5048,central pennsylvania lt cpsa buy stake firm central pennsylvania save associ said made pct invest lt pinnacl mortgag invest co term disclos pinnacl incorpor gener mln dlr close mortgag loan annual central pennsylvania also said director recent approv letter intent acquir hamilton relianc save associ norristown pa,['acq']
5049,n z port reopen closur possibl harbour worker return work morn strike support pay claim close new zealand port hour yesterday harbour worker union told report pay disput settl union nation execut meet tomorrow decid next move obvious consid industri action union secretari ross wilson said radio interview union reject employ offer pct pay rise month want pct month,['ship']
5050,atcor lt atco say outlook depend steel atcor inc said magnitud earn recoveri fiscal depend direct steel price fast compani sever oper problem consum segment resolv atcor consum segment repres pct sale letter sharehold compani said part busi continu unprofit atcor said expect perform improv first quarter sustain throughout year due increas raw materi cost,['earn']
5051,zzzz best co inc lt zbst rd qtr net shr ct vs four ct net vs rev mln vs mln avg shr mln vs mln nine mth shr ct vs eight ct net vs rev mln vs mln avg shr mln vs mln,['earn']
5052,pacif light lt plt consid unit sale pacif light corp said consid sale land develop line busi initi discuss potenti buyer book valu compani invest land develop oper mln dlr pacif light real estat group earn mln dlr employ peopl compani said altern sale consid includ master limit partnership initi public offer equiti land develop compani said proce sale would like invest pacif light new specialti retail line busi oil ga oper compani said invest bank firm morgan stanley retain advis pacif light disposit land develop oper complet transact one made expect end year compani said,['acq']
5053,mlx lt mlxx unit agre abex unit mlx corp said subsidiari tent agre acquir sinter friction materi busi milan itali unit abex corp undisclos term deal close obtain italian govern approv expect late april busi oper name k wellman becom member mlx specialti friction materi group busi manufactur high energi friction materi heavi duti transmiss clutch,['acq']
5054,modulin intern lt mdln rd qtr oper loss qtr end dec oper shr loss two ct vs loss ct oper net loss vs loss sale vs nine mth oper shr profit ct vs loss ct oper net profit vs loss sale mln vs mln moudulin intern inc note oper data includ gain tax benefit carryforward dlr three ct per shr qtr dlr ten ct per shr nine mth,['earn']
5055,lt financi trustco capit ltd hike payout qtli div ct vs six ct pay march record march note co also declar ct qtli div special share issu decemb pay record date,['earn']
5056,usp real estat lt uspt gain sale usp real estat invest trust said post first quarter gain dlr sale spanish villa apart savannah ga complet last week,['earn']
5057,bindley western industri inc lt bind th qtr net oper shr primari ct vs ct oper shr dilut ct vs ct oper net vs rev mln vs mln avg shr primari vs avg shr dilut mln vs mln year oper shr primari ct vs ct oper shr dilut ct vs ct oper net vs rev mln vs mln avg shr primari vs avg shr dilut mln vs note rev includ invest incom dlr vs dlr qtr mln dlr vs dlr mth rev also includ unreal loss equiti secur dlr qtr dlr mth oper net exclud extraordinari gain dlr vs dlr qtr dlr vs dlr mth,['earn']
5058,centel lt cnt see lower first qtr profit centel corp said see first quarter result due regulatori limit telephon earn ct ct share dilut acquisit annual report chairman robert reuss told sharehold telephon profit continu limit ceil impos regul well deregul structur chang within industri slow growth invest base set rate first quarter result last year first quarter dlr share said sever compani telephon unit may face reduct rate return author regul reuss said could result rate reduct refund custom reuss said encourag prospect progress centel busi commun cabl televis cellular telephon unit centel ask sharehold annual meet approv tripl mln author share,['earn']
5059,wing west airlin lt wing rd qtr net qtr end jan shr one ct vs nine ct net vs rev vs note nine mth data unavail,['earn']
5060,twa lt twa see benefit usair lt u merger tran world airlin inc disclos intend seek control usair group time said still believ combin two airlin would benefit file secur exchang commiss twa control carl icahn said continu close watch develop usair agreement acquir piedmont aviat inc lt pie twa said spent mln dlr acquir usair share amount pct total outstand common stock twa said would buy usair group stock least moment said still believ twa usair combin would creat certain synergi would mutual benefici carrier twa stress reserv right reviv takeov attempt said may continu explor feasibl strategi gain control usair purchas usair stock would requir approv depart transport twa said depart transport rule twa also said put usair stock vote trust fleet nation bank vote truste vote trust agreement requir bank vote favor acquisit agreement twa usair oppos merger usair,['acq']
5061,adob lt adb high plain lt hpoc merg adob resourc corp high plain oil corp said reach agreement principl high plain merg unit adob term agreement compani said share high plain common stock own adob held high plain treasuri exchang share newli issu adob common exchang said made effect date merger must approv compani board high plain sharehold,['acq']
5062,ec warn u japan trade tension european commun ec deliv warn japan unit state trade friction hit relat commun main trade partner ec foreign minist meet issu statement deplor japan continu trade imbal appeal greater effort countri open market minist also issu statement say disturb move u limit import textil warn commun would react move ec extern trade commission willi de clercq alreadi written u counterpart special u trade repres clayton yeutter outlin ec concern minist said disturb u move ad adopt measur would fail neg effect process multilater negoti start well bilater relat unilater u move would leav ec option react accord law world trade bodi gener agreement tariff trade gatt said separ statement japan ec minist said deplor continu aggrav imbal trade expect japan open market statement ad ec continu insist japanes govern must boost import stimul demand minist also call european commiss prepar report u japanes trade juli year enabl take action necessari one diplomat said call report show minist determin let japanes question drop wil back tabl diplomat said de clercq told journalist certain nervous grow impati within commun trade relat japan diplomat said commun keen continu talk tokyo tri solv problem rather embark costli damag trade war,['trade']
5063,ceasar world file suit martin sosnoff mt acquisit tender offer ceasar world file suit martin sosnoff mt acquisit tender offer,['acq']
5064,coastal lt cgp hit two billion dlr lawsuit transamerica natur ga corp said seek two billion dlr punit actual damag lawsuit file today coastal corp chairman certain coastal affili transamerica privat held compani bankruptci sinc said suit alleg coastal chairman oscar wyatt jr unlaw interf agreement previous reach creditor caus compani signific damag transamerica also said suit file state district court harri counti texa seek injunct wyatt coastal enjoin interf contractu agreement creditor compani alleg begin mid coastal chairman took variou step acquir ga asset coastal use transamerica bankruptci proceed engin hostil takeov attempt compani charg suit transamerican alleg coastal wyatt notori corpor raider restrain past take corpor attempt creat stranglehold posit could control rais ga price obviou coastal effort improperli take transamerican thinli veil attempt control larger share texa ga market detriment end user consum compani alleg coastal could reach comment compani name transamerican,['acq']
